Age,Age_Group,Attriation_Num,Attrition,Attrition Status,Attrition_Flag,BusinessTravel,Current_Role_Tenure_Band,DailyRate,Department,dept,Distance_Band,DistanceFromHome,Education,Education_Label,EducationField,EmpID,Env_Sat_lable,EnvironmentSatisfaction,Experience_Band,Gender,HourlyRate,Income_Band,Job_Involve_lable,Job_Sat_lable,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,Overtime Custom,OverTime_Flag,PercentSalaryHike,PerformanceRating,Previous_Employers_Band,Promotion Band new,Sum of Promotion Band Sort,Promotion_Gap_Band,Relationship_Sat_lable,RelationshipSatisfaction,Salary_Hike_Band,StockOptionLevel,Tenure_Band,Total Working Experience Band,TrainingTimesLastYear,TotalWorkingYears,W_L_Balance_lable,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,192,Research & Development,R & D,6-10,10,2,College,Life Sciences,EMP-544,Low,1,6-10 Years,Male,69,$0-$3000,High,Very High,3,1,Research Scientist,4,Married,2654,9655,3,No,Standard,0,21,4,9+,0-1 Years,1,0-2 Years,Very High,4,21%+,2,2-5 Years,6–10 Years,3,8,Medium,2,2,2,0,2
45,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,193,Research & Development,R & D,6-10,6,4,Master,Other,EMP-101,Very High,4,11-20 Years,Male,52,$10000-$15000,High,Low,3,3,Research Director,1,Married,13245,15067,4,Yes,Overtime,1,14,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,0,0-1 Years,16–20 Years,3,17,Very High,4,0,0,0,0
45,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,252,Research & Development,R & D,0-5,1,3,Bachelor,Other,EMP-336,High,3,21+ Years,Male,70,$15000+,Very High,Very High,4,5,Manager,4,Married,19202,15970,0,No,Standard,0,11,3,0,0-1 Years,1,0-2 Years,High,3,11-15%,1,11+ Years,21+ Years,2,25,High,3,24,0,1,7
45,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,252,Research & Development,R & D,0-5,2,3,Bachelor,Life Sciences,EMP-834,Medium,2,0-5 Years,Female,95,$0-$3000,Medium,High,2,1,Research Scientist,3,Single,2274,6153,1,No,Standard,0,14,3,1-2,0-1 Years,1,0-2 Years,Very High,4,11-15%,0,0-1 Years,0–5 Years,3,1,High,3,1,0,0,0
45,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,1339,Research & Development,R & D,6-10,7,3,Bachelor,Life Sciences,EMP-86,Medium,2,21+ Years,Male,59,$7000-$10000,High,Low,3,3,Research Scientist,1,Divorced,9724,18787,2,No,Standard,0,17,3,1-2,0-1 Years,1,0-2 Years,High,3,16-20%,1,0-1 Years,21+ Years,2,25,High,3,1,0,0,0
45,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,1448,Research & Development,R & D,21+,29,3,Bachelor,Technical Degree,EMP-1465,Medium,2,6-10 Years,Male,55,$7000-$10000,High,Very High,3,3,Manufacturing Director,4,Married,9380,14720,4,Yes,Overtime,1,18,3,9+,0-1 Years,1,0-2 Years,Very High,4,16-20%,2,2-5 Years,6–10 Years,4,10,Very High,4,3,1,1,2
45,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,1457,Research & Development,R & D,6-10,7,3,Bachelor,Medical,EMP-1195,Low,1,6-10 Years,Female,83,$3000-$5000,High,High,3,1,Research Scientist,3,Married,4477,20100,4,Yes,Overtime,1,19,3,9+,0-1 Years,1,0-2 Years,High,3,16-20%,1,2-5 Years,6–10 Years,2,7,Medium,2,3,2,0,2
45,45-54,0,No,Active,0,Travel_Rarely,3-5 Years,374,Sales,Sales,11-20,20,3,Bachelor,Life Sciences,EMP-2046,Very High,4,6-10 Years,Female,50,$3000-$5000,High,High,3,2,Sales Executive,3,Single,4850,23333,8,No,Standard,0,15,3,9+,0-1 Years,1,0-2 Years,High,3,11-15%,0,2-5 Years,6–10 Years,3,8,High,3,5,3,0,1
45,45-54,0,No,Active,0,Travel_Rarely,3-5 Years,788,Human Resources,HR,21+,24,4,Master,Medical,EMP-1049,Medium,2,6-10 Years,Male,36,$0-$3000,High,Medium,3,1,Human Resources,2,Single,2177,8318,1,No,Standard,0,16,3,1-2,0-1 Years,1,0-2 Years,Low,1,16-20%,0,6-10 Years,6–10 Years,3,6,High,3,6,3,0,4
45,45-54,0,No,Active,0,Travel_Rarely,3-5 Years,930,Sales,Sales,6-10,9,3,Bachelor,Marketing,EMP-864,Very High,4,11-20 Years,Male,74,$10000-$15000,High,Low,3,3,Sales Executive,1,Divorced,10761,19239,4,Yes,Overtime,1,12,3,9+,0-1 Years,1,0-2 Years,High,3,11-15%,1,2-5 Years,16–20 Years,2,18,High,3,5,4,0,2
45,45-54,0,No,Active,0,Travel_Rarely,3-5 Years,950,Research & Development,R & D,21+,28,3,Bachelor,Technical Degree,EMP-1546,Very High,4,6-10 Years,Male,97,$0-$3000,High,Very High,3,1,Research Scientist,4,Married,2132,4585,4,No,Standard,0,20,4,9+,0-1 Years,1,0-2 Years,Very High,4,16-20%,1,2-5 Years,6–10 Years,3,8,High,3,5,4,0,3
45,45-54,0,No,Active,0,Travel_Rarely,3-5 Years,974,Research & Development,R & D,0-5,1,4,Master,Medical,EMP-996,Very High,4,6-10 Years,Female,91,$0-$3000,High,Very High,3,1,Laboratory Technician,4,Divorced,2270,11005,3,No,Standard,0,14,3,9+,0-1 Years,1,0-2 Years,Very High,4,11-15%,2,2-5 Years,6–10 Years,2,8,High,3,5,3,0,2
45,45-54,0,No,Active,0,Travel_Rarely,3-5 Years,1234,Sales,Sales,11-20,11,2,College,Life Sciences,EMP-1045,Very High,4,21+ Years,Female,90,$15000+,High,Very High,3,4,Manager,4,Married,17650,5404,3,No,Standard,0,13,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,1,6-10 Years,21+ Years,4,26,Very High,4,9,3,1,1
45,45-54,0,No,Active,0,Travel_Rarely,3-5 Years,1268,Sales,Sales,0-5,4,2,College,Life Sciences,EMP-240,High,3,6-10 Years,Female,30,$5000-$7000,High,Low,3,2,Sales Executive,1,Divorced,5006,6319,4,Yes,Overtime,1,11,3,9+,0-1 Years,1,0-2 Years,Low,1,11-15%,1,2-5 Years,6–10 Years,3,9,Very High,4,5,4,0,3
45,45-54,0,No,Active,0,Travel_Rarely,3-5 Years,1316,Research & Development,R & D,21+,29,3,Bachelor,Medical,EMP-192,High,3,6-10 Years,Male,83,$3000-$5000,High,Very High,3,1,Research Scientist,4,Single,3452,9752,5,No,Standard,0,13,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,0,6-10 Years,6–10 Years,2,9,Medium,2,6,5,0,3
45,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,194,Research & Development,R & D,6-10,9,3,Bachelor,Life Sciences,EMP-206,Medium,2,11-20 Years,Male,60,$0-$3000,High,Medium,3,2,Laboratory Technician,2,Divorced,2348,10901,8,No,Standard,0,18,3,9+,0-1 Years,1,0-2 Years,High,3,16-20%,1,11+ Years,16–20 Years,2,20,Low,1,17,9,0,15
45,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,538,Research & Development,R & D,0-5,1,4,Master,Technical Degree,EMP-1553,Low,1,6-10 Years,Male,66,$7000-$10000,High,Medium,3,3,Healthcare Representative,2,Divorced,7441,20933,1,No,Standard,0,12,3,1-2,6+ Years,4,6+ Years,Low,1,11-15%,3,6-10 Years,6–10 Years,4,10,High,3,10,8,7,7
45,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,549,Research & Development,R & D,6-10,8,4,Master,Other,EMP-452,Very High,4,11-20 Years,Male,75,$3000-$5000,High,Very High,3,2,Research Scientist,4,Married,3697,9278,9,No,Standard,0,14,3,9+,6+ Years,4,6+ Years,Low,1,11-15%,2,6-10 Years,11–15 Years,3,12,High,3,10,9,9,8
45,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,556,Research & Development,R & D,21+,25,2,College,Life Sciences,EMP-1888,Medium,2,6-10 Years,Female,93,$5000-$7000,Medium,Very High,2,2,Manufacturing Director,4,Married,5906,23888,0,No,Standard,0,13,3,0,2–3 Years,2,3-5 Years,Very High,4,11-15%,2,6-10 Years,6–10 Years,2,10,Medium,2,9,8,3,8
45,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,561,Sales,Sales,0-5,2,3,Bachelor,Other,EMP-606,Very High,4,6-10 Years,Male,61,$3000-$5000,High,Medium,3,2,Sales Executive,2,Married,4805,16177,0,No,Standard,0,19,3,0,2–3 Years,2,3-5 Years,Medium,2,16-20%,1,6-10 Years,6–10 Years,3,9,Very High,4,8,7,3,7
45,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,954,Sales,Sales,0-5,2,2,College,Technical Degree,EMP-783,Medium,2,6-10 Years,Male,46,$5000-$7000,Low,High,1,2,Sales Representative,3,Single,6632,12388,0,No,Standard,0,13,3,0,2–3 Years,2,3-5 Years,Low,1,11-15%,0,6-10 Years,6–10 Years,3,9,High,3,8,7,3,1
45,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,1005,Research & Development,R & D,21+,28,2,College,Technical Degree,EMP-1719,Very High,4,21+ Years,Female,48,$15000+,Medium,Medium,2,4,Research Director,2,Single,16704,17119,1,No,Standard,0,11,3,1-2,6+ Years,4,6+ Years,High,3,11-15%,0,11+ Years,21+ Years,2,21,High,3,21,6,8,6
45,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,1015,Research & Development,R & D,0-5,5,5,Doctor,Medical,EMP-1611,High,3,6-10 Years,Female,50,$5000-$7000,Low,Low,1,2,Laboratory Technician,1,Single,5769,23447,1,Yes,Overtime,1,14,3,1-2,0-1 Years,1,0-2 Years,Low,1,11-15%,0,6-10 Years,6–10 Years,3,10,High,3,10,7,1,4
45,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,1038,Research & Development,R & D,11-20,20,3,Bachelor,Medical,EMP-1460,Medium,2,21+ Years,Male,95,$10000-$15000,Low,Low,1,3,Healthcare Representative,1,Divorced,10851,19863,2,Yes,Overtime,1,18,3,1-2,0-1 Years,1,0-2 Years,Medium,2,16-20%,1,6-10 Years,21+ Years,2,24,High,3,7,7,0,7
45,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,1329,Research & Development,R & D,0-5,2,2,College,Other,EMP-1635,Very High,4,6-10 Years,Female,59,$5000-$7000,Medium,Very High,2,2,Manufacturing Director,4,Divorced,5770,5388,1,No,Standard,0,19,3,1-2,2–3 Years,2,3-5 Years,Low,1,16-20%,2,6-10 Years,6–10 Years,3,10,High,3,10,7,3,9
45,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,1385,Research & Development,R & D,11-20,20,2,College,Medical,EMP-372,High,3,21+ Years,Male,79,$10000-$15000,High,Very High,3,4,Healthcare Representative,4,Married,13496,7501,0,Yes,Overtime,1,14,3,0,4–5 Years,3,3-5 Years,Medium,2,11-15%,0,11+ Years,21+ Years,2,21,High,3,20,7,4,10
45,45-54,1,Yes,Left,1,Travel_Frequently,0-2 Years,306,Sales,Sales,21+,26,4,Master,Life Sciences,EMP-684,Low,1,0-5 Years,Female,100,$3000-$5000,High,Low,3,2,Sales Executive,1,Married,4286,5630,2,No,Standard,0,14,3,1-2,0-1 Years,1,0-2 Years,Very High,4,11-15%,2,0-1 Years,0–5 Years,4,5,High,3,1,1,0,0
45,45-54,1,Yes,Left,1,Travel_Rarely,6-10 Years,1449,Sales,Sales,0-5,2,3,Bachelor,Marketing,EMP-1277,Low,1,21+ Years,Female,94,$15000+,Low,Medium,1,5,Manager,2,Single,18824,2493,2,Yes,Overtime,1,16,3,1-2,0-1 Years,1,0-2 Years,Low,1,16-20%,0,11+ Years,21+ Years,2,26,High,3,24,10,1,11
46,45-54,0,No,Active,0,Non-Travel,0-2 Years,849,Sales,Sales,21+,26,2,College,Life Sciences,EMP-1801,Medium,2,6-10 Years,Male,98,$7000-$10000,Medium,Medium,2,2,Sales Executive,2,Single,7991,25166,8,No,Standard,0,15,3,9+,2–3 Years,2,0-2 Years,High,3,11-15%,0,2-5 Years,6–10 Years,3,6,High,3,2,2,2,2
46,45-54,0,No,Active,0,Non-Travel,0-2 Years,1144,Research & Development,R & D,6-10,7,4,Master,Medical,EMP-487,High,3,6-10 Years,Female,30,$5000-$7000,High,High,3,2,Manufacturing Director,3,Married,5258,16044,2,No,Standard,0,14,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,0,0-1 Years,6–10 Years,2,7,Very High,4,1,0,0,0
46,45-54,0,No,Active,0,Travel_Frequently,0-2 Years,1034,Research & Development,R & D,11-20,18,1,Below College,Medical,EMP-624,Low,1,21+ Years,Female,86,$10000-$15000,High,High,3,3,Healthcare Representative,3,Married,10527,8984,5,No,Standard,0,11,3,9+,0-1 Years,1,0-2 Years,Very High,4,11-15%,0,2-5 Years,21+ Years,3,28,Medium,2,2,2,1,2
46,45-54,0,No,Active,0,Travel_Frequently,6-10 Years,638,Research & Development,R & D,0-5,1,3,Bachelor,Medical,EMP-124,High,3,21+ Years,Male,40,$10000-$15000,Medium,Low,2,3,Healthcare Representative,1,Married,10673,3142,2,Yes,Overtime,1,13,3,1-2,6+ Years,4,6+ Years,High,3,11-15%,1,6-10 Years,21+ Years,5,21,Medium,2,10,9,9,5
46,45-54,0,No,Active,0,Travel_Frequently,6-10 Years,1211,Sales,Sales,0-5,5,4,Master,Marketing,EMP-62,Low,1,11-20 Years,Male,98,$5000-$7000,High,Very High,3,2,Sales Executive,4,Single,5772,20445,4,Yes,Overtime,1,21,4,9+,0-1 Years,1,0-2 Years,High,3,21%+,0,6-10 Years,11–15 Years,4,14,High,3,9,6,0,8
46,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,430,Research & Development,R & D,0-5,1,4,Master,Medical,EMP-1069,Very High,4,21+ Years,Male,40,$15000+,High,Very High,3,5,Research Director,4,Divorced,19627,21445,9,No,Standard,0,17,3,9+,2–3 Years,2,0-2 Years,Very High,4,16-20%,2,2-5 Years,21+ Years,0,23,High,3,2,2,2,2
46,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,563,Sales,Sales,0-5,1,4,Master,Life Sciences,EMP-1602,Very High,4,21+ Years,Male,56,$15000+,Very High,Low,4,4,Manager,1,Single,17567,3156,1,No,Standard,0,15,3,1-2,0-1 Years,1,0-2 Years,Medium,2,11-15%,0,11+ Years,21+ Years,5,27,Low,1,26,0,0,12
46,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,644,Research & Development,R & D,0-5,1,4,Master,Medical,EMP-288,Very High,4,11-20 Years,Male,97,$7000-$10000,High,Low,3,3,Healthcare Representative,1,Divorced,9396,12368,7,No,Standard,0,16,3,9+,0-1 Years,1,0-2 Years,High,3,16-20%,1,2-5 Years,16–20 Years,3,17,High,3,4,2,0,3
46,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,705,Sales,Sales,0-5,2,4,Master,Marketing,EMP-38,Medium,2,21+ Years,Female,83,$15000+,High,Low,3,5,Manager,1,Single,18947,22822,3,No,Standard,0,12,3,9+,2–3 Years,2,0-2 Years,Very High,4,11-15%,0,2-5 Years,21+ Years,2,22,Medium,2,2,2,2,1
46,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,734,Research & Development,R & D,0-5,2,4,Master,Medical,EMP-1789,High,3,21+ Years,Male,46,$15000+,High,Very High,3,5,Research Director,4,Divorced,19328,14218,7,Yes,Overtime,1,17,3,9+,2–3 Years,2,0-2 Years,High,3,16-20%,1,2-5 Years,21+ Years,3,24,High,3,2,1,2,2
46,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,945,Human Resources,HR,0-5,5,2,College,Medical,EMP-103,Medium,2,11-20 Years,Male,80,$5000-$7000,High,Medium,3,2,Human Resources,2,Divorced,5021,10425,8,Yes,Overtime,1,22,4,9+,0-1 Years,1,0-2 Years,Very High,4,21%+,1,2-5 Years,16–20 Years,2,16,High,3,4,2,0,2
46,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,1009,Research & Development,R & D,0-5,2,3,Bachelor,Life Sciences,EMP-575,Low,1,21+ Years,Male,51,$15000+,High,High,3,4,Research Director,3,Married,17861,2288,6,No,Standard,0,13,3,9+,0-1 Years,1,0-2 Years,High,3,11-15%,0,2-5 Years,21+ Years,2,26,Low,1,3,2,0,1
46,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,1125,Sales,Sales,6-10,10,3,Bachelor,Marketing,EMP-580,High,3,11-20 Years,Female,94,$7000-$10000,Medium,Very High,2,3,Sales Executive,4,Married,9071,11563,2,Yes,Overtime,1,19,3,1-2,0-1 Years,1,0-2 Years,High,3,16-20%,1,2-5 Years,11–15 Years,3,15,High,3,3,2,1,2
46,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,1450,Research & Development,R & D,11-20,15,2,College,Life Sciences,EMP-1217,Very High,4,21+ Years,Male,52,$15000+,High,Medium,3,5,Research Director,2,Married,19081,10849,5,No,Standard,0,11,3,9+,0-1 Years,1,0-2 Years,Low,1,11-15%,1,2-5 Years,21+ Years,2,25,High,3,4,2,0,3
46,45-54,0,No,Active,0,Travel_Rarely,11+ Years,228,Sales,Sales,0-5,3,3,Bachelor,Life Sciences,EMP-1527,High,3,21+ Years,Female,51,$15000+,High,Medium,3,4,Manager,2,Married,16606,11380,8,No,Standard,0,12,3,9+,4–5 Years,3,3-5 Years,Very High,4,11-15%,1,11+ Years,21+ Years,2,23,Very High,4,13,12,5,1
46,45-54,0,No,Active,0,Travel_Rarely,11+ Years,526,Sales,Sales,0-5,1,2,College,Marketing,EMP-244,Medium,2,21+ Years,Female,92,$10000-$15000,High,Low,3,3,Sales Executive,1,Divorced,10453,2137,1,No,Standard,0,25,4,1-2,6+ Years,4,6+ Years,High,3,21%+,3,11+ Years,21+ Years,2,24,High,3,24,13,15,7
46,45-54,0,No,Active,0,Travel_Rarely,11+ Years,1003,Research & Development,R & D,6-10,8,4,Master,Life Sciences,EMP-1080,Very High,4,11-20 Years,Female,74,$3000-$5000,Medium,Low,2,2,Research Scientist,1,Divorced,4615,21029,8,Yes,Overtime,1,23,4,9+,0-1 Years,1,0-2 Years,Low,1,21%+,3,11+ Years,16–20 Years,2,19,High,3,16,13,1,7
46,45-54,0,No,Active,0,Travel_Rarely,11+ Years,1319,Sales,Sales,0-5,3,3,Bachelor,Technical Degree,EMP-1863,Low,1,21+ Years,Female,45,$10000-$15000,Very High,Low,4,4,Sales Executive,1,Divorced,13225,7739,2,No,Standard,0,12,3,1-2,2–3 Years,2,0-2 Years,Very High,4,11-15%,1,11+ Years,21+ Years,5,25,High,3,19,17,2,8
46,45-54,0,No,Active,0,Travel_Rarely,11+ Years,1402,Sales,Sales,0-5,2,3,Bachelor,Marketing,EMP-1204,High,3,21+ Years,Female,69,$15000+,High,Low,3,4,Manager,1,Married,17048,24097,8,No,Standard,0,23,4,9+,6+ Years,4,6+ Years,Low,1,21%+,0,11+ Years,21+ Years,2,28,High,3,26,15,15,9
46,45-54,0,No,Active,0,Travel_Rarely,3-5 Years,150,Research & Development,R & D,0-5,2,4,Master,Technical Degree,EMP-1228,Very High,4,11-20 Years,Male,60,$7000-$10000,High,Very High,3,2,Manufacturing Director,4,Divorced,7379,17433,2,No,Standard,0,11,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,1,6-10 Years,11–15 Years,3,12,Medium,2,6,3,1,4
46,45-54,0,No,Active,0,Travel_Rarely,3-5 Years,168,Sales,Sales,0-5,4,2,College,Marketing,EMP-1280,Very High,4,21+ Years,Female,33,$15000+,Medium,Medium,2,5,Manager,2,Married,18789,9946,2,No,Standard,0,14,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,1,11+ Years,21+ Years,2,26,High,3,11,4,0,8
46,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,406,Sales,Sales,0-5,3,1,Below College,Marketing,EMP-1124,Low,1,21+ Years,Male,52,$15000+,High,High,3,4,Manager,3,Married,17465,15596,3,No,Standard,0,12,3,9+,4–5 Years,3,3-5 Years,Very High,4,11-15%,1,11+ Years,21+ Years,3,23,High,3,12,9,4,9
46,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,488,Sales,Sales,0-5,2,3,Bachelor,Technical Degree,EMP-363,High,3,21+ Years,Female,75,$15000+,Low,Medium,1,4,Manager,2,Married,16872,14977,3,Yes,Overtime,1,12,3,9+,6+ Years,4,6+ Years,Medium,2,11-15%,1,6-10 Years,21+ Years,2,28,Medium,2,7,7,7,7
46,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,566,Research & Development,R & D,6-10,7,2,College,Medical,EMP-1007,Very High,4,11-20 Years,Male,75,$10000-$15000,High,High,3,3,Manufacturing Director,3,Divorced,10845,24208,6,No,Standard,0,13,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,1,6-10 Years,11–15 Years,3,13,High,3,8,7,0,7
46,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,706,Research & Development,R & D,0-5,2,2,College,Life Sciences,EMP-1857,Very High,4,11-20 Years,Male,82,$7000-$10000,High,Very High,3,3,Manufacturing Director,4,Divorced,8578,19989,3,No,Standard,0,14,3,9+,4–5 Years,3,3-5 Years,High,3,11-15%,1,6-10 Years,11–15 Years,4,12,Medium,2,9,8,4,7
46,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,717,Research & Development,R & D,11-20,13,4,Master,Life Sciences,EMP-1727,High,3,11-20 Years,Male,34,$5000-$7000,High,Medium,3,2,Healthcare Representative,2,Single,5562,9697,6,No,Standard,0,14,3,9+,0-1 Years,1,0-2 Years,Very High,4,11-15%,0,6-10 Years,16–20 Years,3,19,High,3,10,7,0,9
46,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,991,Human Resources,HR,0-5,1,2,College,Life Sciences,EMP-1314,Very High,4,6-10 Years,Female,44,$3000-$5000,High,Low,3,1,Human Resources,1,Single,3423,22957,6,No,Standard,0,12,3,9+,4–5 Years,3,3-5 Years,High,3,11-15%,0,6-10 Years,6–10 Years,3,10,Very High,4,7,6,5,7
46,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,1277,Sales,Sales,0-5,2,3,Bachelor,Life Sciences,EMP-1732,High,3,11-20 Years,Male,74,$10000-$15000,High,Very High,3,3,Sales Executive,4,Divorced,10368,5596,4,Yes,Overtime,1,12,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,1,6-10 Years,11–15 Years,5,13,Medium,2,10,6,0,3
46,45-54,0,No,Active,0,Travel_Rarely,6-10 Years,1485,Research & Development,R & D,11-20,18,3,Bachelor,Medical,EMP-550,High,3,11-20 Years,Female,87,$3000-$5000,High,High,3,2,Manufacturing Director,3,Divorced,4810,26314,2,No,Standard,0,14,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,1,6-10 Years,16–20 Years,5,19,Medium,2,10,7,0,8
46,45-54,1,Yes,Left,1,Travel_Rarely,6-10 Years,261,Research & Development,R & D,21+,21,2,College,Medical,EMP-1821,Very High,4,11-20 Years,Female,66,$7000-$10000,High,Medium,3,2,Healthcare Representative,2,Married,8926,10842,4,No,Standard,0,22,4,9+,2–3 Years,2,3-5 Years,Very High,4,21%+,1,6-10 Years,11–15 Years,2,13,Very High,4,9,7,3,7
46,45-54,1,Yes,Left,1,Travel_Rarely,6-10 Years,377,Sales,Sales,6-10,9,3,Bachelor,Marketing,EMP-1457,Low,1,21+ Years,Male,52,$10000-$15000,High,Very High,3,3,Sales Executive,4,Divorced,10096,15986,4,No,Standard,0,11,3,9+,4–5 Years,3,3-5 Years,Low,1,11-15%,1,6-10 Years,21+ Years,1,28,Very High,4,7,7,4,3
46,45-54,1,Yes,Left,1,Travel_Rarely,6-10 Years,669,Sales,Sales,6-10,9,2,College,Medical,EMP-118,High,3,6-10 Years,Male,64,$7000-$10000,Medium,Very High,2,3,Sales Executive,4,Single,9619,13596,1,No,Standard,0,16,3,1-2,4–5 Years,3,3-5 Years,Very High,4,16-20%,0,6-10 Years,6–10 Years,3,9,High,3,9,8,4,7
46,45-54,1,Yes,Left,1,Travel_Rarely,6-10 Years,1254,Sales,Sales,6-10,10,3,Bachelor,Life Sciences,EMP-1869,High,3,11-20 Years,Female,64,$7000-$10000,High,Medium,3,3,Sales Executive,2,Married,7314,14011,5,No,Standard,0,21,4,9+,0-1 Years,1,0-2 Years,High,3,21%+,3,6-10 Years,11–15 Years,2,14,High,3,8,7,0,7
47,45-54,0,No,Active,0,Non-Travel,0-2 Years,543,Sales,Sales,0-5,2,4,Master,Marketing,EMP-1731,High,3,0-5 Years,Male,87,$3000-$5000,High,Medium,3,2,Sales Executive,2,Married,4978,3536,7,No,Standard,0,11,3,9+,0-1 Years,1,0-2 Years,Very High,4,11-15%,1,0-1 Years,0–5 Years,3,4,Low,1,1,0,0,0
47,45-54,0,No,Active,0,Non-Travel,6-10 Years,1162,Research & Development,R & D,0-5,1,1,Below College,Medical,EMP-2000,High,3,11-20 Years,Female,98,$10000-$15000,High,Medium,3,3,Research Director,2,Married,11957,17231,0,No,Standard,0,18,3,0,4–5 Years,3,3-5 Years,Low,1,16-20%,2,11+ Years,11–15 Years,3,14,Low,1,13,8,5,12
47,45-54,0,No,Active,0,Non-Travel,6-10 Years,1169,Research & Development,R & D,11-20,14,4,Master,Technical Degree,EMP-1934,High,3,11-20 Years,Male,64,$5000-$7000,High,Medium,3,2,Research Scientist,2,Married,5467,2125,8,No,Standard,0,18,3,9+,0-1 Years,1,0-2 Years,High,3,16-20%,1,6-10 Years,16–20 Years,4,16,Very High,4,8,7,1,7
47,45-54,0,No,Active,0,Travel_Frequently,0-2 Years,217,Sales,Sales,0-5,3,3,Bachelor,Medical,EMP-746,Very High,4,21+ Years,Female,49,$10000-$15000,High,High,3,4,Sales Executive,3,Divorced,13770,10225,9,Yes,Overtime,1,12,3,9+,6+ Years,4,6+ Years,Very High,4,11-15%,2,11+ Years,21+ Years,2,28,Medium,2,22,2,11,13
47,45-54,0,No,Active,0,Travel_Frequently,0-2 Years,1309,Sales,Sales,0-5,4,1,Below College,Medical,EMP-467,Medium,2,0-5 Years,Male,99,$0-$3000,High,High,3,2,Sales Representative,3,Single,2976,25751,3,No,Standard,0,19,3,9+,0-1 Years,1,0-2 Years,Low,1,16-20%,0,0-1 Years,0–5 Years,3,5,High,3,0,0,0,0
47,45-54,0,No,Active,0,Travel_Frequently,6-10 Years,1379,Research & Development,R & D,11-20,16,4,Master,Medical,EMP-987,High,3,11-20 Years,Male,64,$5000-$7000,Very High,High,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Yes,Overtime,1,19,3,1-2,2–3 Years,2,0-2 Years,High,3,16-20%,0,11+ Years,16–20 Years,3,20,Very High,4,19,10,2,7
47,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,207,Research & Development,R & D,6-10,9,4,Master,Life Sciences,EMP-1856,Medium,2,6-10 Years,Female,64,$0-$3000,High,High,3,1,Laboratory Technician,3,Single,2105,5411,4,No,Standard,0,12,3,9+,2–3 Years,2,0-2 Years,High,3,11-15%,0,2-5 Years,6–10 Years,2,7,High,3,2,2,2,0
47,45-54,0,No,Active,0,Travel_Rarely,0-2 Years,955,Sales,Sales,0-5,4,2,College,Life Sciences,EMP-1003,Very High,4,6-10 Years,Female,83,$3000-$5000,High,Very High,3,2,Sales Executive,4,Single,4163,8571,1,Yes,Overtime,1,17,3,1-2,0-1 Years,1,0-2 Years,High,3,16-20%,0,6-10 Years,6–10 Years,0,9,High,3,9,0,0,7
